"window_id","train_start","train_end","train_months_count","test_month","lookback","minDrop","TP","SL","train_return_pct","train_win_rate","train_max_dd","train_trades","test_return_pct","test_win_rate","test_max_dd","test_trades","opt_time_secs"
1,"2019-03","2019-12",10,"2020-01",4,2.25,1.6,0.85,14.2121568474659,46.257197696737,-23.7490018539094,521,-6.53668878808965,42.5742574257426,-27.9131778014945,202,48.2420859336853
2,"2019-03","2020-01",11,"2020-02",7,3.55,0.55,0.15,10.6028524911112,51.7970401691332,-23.2583562551496,473,-0.880223514548088,48.1481481481481,-12.2855773803174,54,105.892096996307
3,"2019-03","2020-02",12,"2020-03",10,4.15,0.7,0.3,31.2798619360741,52.0547945205479,-21.4669632193187,438,-8.38911835257603,52.1739130434783,-39.6406793028863,207,109.812216043472
4,"2019-03","2020-03",13,"2020-04",7,4,0,5.35,44.6734686726324,89.8989898989899,-36.2736429767468,396,3.59888939242886,91.6666666666667,-3.02386014646824,12,173.464132785797
5,"2019-03","2020-04",14,"2020-05",5,3.25,0,9.2,67.4375298943552,91.9028340080972,-41.7818167589488,494,4.74238945731451,76.9230769230769,-2.39022242817422,13,147.760715961456
6,"2019-03","2020-05",15,"2020-06",6,3.75,0,7.55,73.570149171485,91.6666666666667,-36.5273204489611,420,-6.77623261182962,85.7142857142857,-8.4003130247203,7,170.346493005753
7,"2019-03","2020-06",16,"2020-07",8,4.8,1.45,0,35.0409670430185,35.2459016393443,-24.44785436676,366,0,0,0,0,176.899121999741
8,"2019-03","2020-07",17,"2020-08",8,4.8,1.45,0,35.0409670430185,35.2459016393443,-24.44785436676,366,5.40336500203817,47.3684210526316,-10.8120662282594,19,198.312639951706
9,"2019-03","2020-08",18,"2020-09",3,3.15,0.2,4.3,41.8418258171121,86.9848156182213,-32.0066568903647,461,-5.18236434214981,82.3529411764706,-19.9646568000962,17,221.915041923523
10,"2019-03","2020-09",19,"2020-10",3,3.4,2.6,0.35,65.4836150092166,32.6923076923077,-25.5279883554189,416,0.646596012662339,36.3636363636364,-4.2519415258458,11,247.727216959
11,"2019-03","2020-10",20,"2020-11",6,3.75,0,7.55,33.0251427875679,91.1392405063291,-36.5273204489611,474,2.60835583225475,93.9393939393939,-10.1761340130411,33,230.800806045532
12,"2019-03","2020-11",21,"2020-12",8,5.1,1.2,0,38.3102385942276,39.0625,-23.2561126735828,384,-14.0461692457817,43.75,-27.8371360214143,16,260.11726307869
13,"2019-03","2020-12",22,"2021-01",10,5.7,0,0.3,23.2294932919586,60.1941747572816,-30.0887279490711,412,-2.6394696166933,54.9668874172185,-18.8136941322757,151,258.329633951187
14,"2019-03","2021-01",23,"2021-02",9,4,0,17.55,447.650493158151,95.7290132547865,-47.9077092134033,679,-6.27649271994818,95.4022988505747,-41.5755032528484,87,286.977574110031
15,"2019-03","2021-02",24,"2021-03",7,5.05,0.1,4,74.6252951495574,86.2745098039216,-32.0264301245415,459,4.7307426772094,100,-1.18333333333332,6,271.366914987564
16,"2019-03","2021-03",25,"2021-04",10,5.45,5.4,17.45,1810.01150557058,85.6115107913669,-49.5192423932183,139,22.851307958275,85.7142857142857,-25.029012718612,14,281.073632001877
17,"2019-03","2021-04",26,"2021-05",3,6.5,14.95,12.55,2712.69434334411,70.1754385964912,-42.8153164899239,57,-44.4744279255725,44.4444444444444,-67.3563628139505,18,328.025667905807
18,"2019-03","2021-05",27,"2021-06",4,7.85,16.5,8,1893.61933451755,54.2857142857143,-42.773179486976,70,0,0,0,0,329.1321849823
19,"2019-03","2021-06",28,"2021-07",7,11.15,13.95,8.75,1734.40962571054,68.8888888888889,-38.2136935492409,45,0,0,0,0,320.988060951233
20,"2019-03","2021-07",29,"2021-08",8,11.35,14.4,10.1,2388.80793048961,71.1111111111111,-45.799033730814,45,0,0,0,0,320.830484867096
21,"2019-03","2021-08",30,"2021-09",8,11.35,14.4,10.1,2388.80793048961,71.1111111111111,-45.799033730814,45,-25.1138023102718,0,-26.6776893278825,2,354.073200941086
22,"2019-03","2021-09",31,"2021-10",7,11.15,13.95,8.75,2007.25947396143,69.5652173913043,-38.2136935492409,46,0,0,0,0,357.452691078186
23,"2019-03","2021-10",32,"2021-11",7,11.15,13.95,8.75,2007.25947396143,69.5652173913043,-38.2136935492409,46,0,0,0,0,337.026601791382
24,"2019-03","2021-11",33,"2021-12",8,11.55,14.25,6.45,2666.07390833229,65.3846153846154,-49.7393961770422,52,-3.00678256041148,33.3333333333333,-15.2642949459306,3,347.037379026413
25,"2019-03","2021-12",34,"2022-01",3,6.85,13.45,7.5,2261.35923777072,56.043956043956,-43.4070323582947,91,4.49864325786502,50,-8.94099686847598,2,355.621922969818
26,"2019-03","2022-01",35,"2022-02",7,11.15,13.95,8.75,1984.56048725393,68.75,-38.2136935492409,48,0,0,0,0,358.790872097015
27,"2019-03","2022-02",36,"2022-03",7,11.15,13.95,8.75,1984.56048725393,68.75,-38.2136935492409,48,0,0,0,0,383.354885816574
28,"2019-03","2022-03",37,"2022-04",7,11.15,13.95,8.75,1984.56048725393,68.75,-38.2136935492409,48,0,0,0,0,397.426276922226
29,"2019-03","2022-04",38,"2022-05",7,11.15,13.95,8.75,1984.56048725393,68.75,-38.2136935492409,48,7.09975975478245,50,-27.0554654303776,4,386.778010129929
30,"2019-03","2022-05",39,"2022-06",2,7.6,15.1,10.3,2682.1821830428,64.4067796610169,-37.202132429485,59,0,0,0,0,367.775686979294
31,"2019-03","2022-06",40,"2022-07",2,7.6,15.1,10.3,2682.1821830428,64.4067796610169,-37.202132429485,59,0,0,0,0,347.203684091568
32,"2019-03","2022-07",41,"2022-08",2,7.9,15.95,10.1,2955.13131253233,64.8148148148148,-36.7137525922194,54,0,0,0,0,381.294256925583
33,"2019-03","2022-08",42,"2022-09",7,11.3,15.2,8.65,2601.44387357519,68.75,-38.2136935492409,48,0,0,0,0,396.883500099182
34,"2019-03","2022-09",43,"2022-10",2,7.45,16.25,10,2521.65340940855,61.6666666666667,-39.1327198030813,60,0,0,0,0,345.473727941513
35,"2019-03","2022-10",44,"2022-11",8,11.65,14.25,8.75,3681.27133625133,72,-38.2136935492409,50,-9.98366141098484,0,-16.4561475409836,1,299.004987001419
36,"2019-03","2022-11",45,"2022-12",7,13.85,14.05,16.85,2258.04120628803,89.6551724137931,-34.2166470250806,29,-6.52857142199018,0,-17.5555555555555,1,304.507814884186
37,"2019-03","2022-12",46,"2023-01",8,6.7,14.1,1.8,1979.5514665051,25.4612546125461,-56.0519036973888,271,11.461181519575,50,-5.88601081117022,2,304.425101041794
38,"2019-03","2023-01",47,"2023-02",8,11.65,14.25,8.75,2995.64537366586,69.2307692307692,-38.2136935492409,52,0,0,0,0,331.876847982407
39,"2019-03","2023-02",48,"2023-03",2,7.6,15.1,10.3,2448.2595644766,62.9032258064516,-37.202132429485,62,-10.6054470222513,0,-14.35,1,249.342171907425
40,"2019-03","2023-03",49,"2023-04",8,6.7,14.1,1.8,2344.54104408228,25.7246376811594,-56.0519036973888,276,2.59496319391736,33.3333333333333,-7.23783074783751,3,246.064592838287
41,"2019-03","2023-04",50,"2023-05",8,11.65,14.25,8.75,2707.79650648257,67.9245283018868,-38.2136935492409,53,0,0,0,0,252.93759894371
42,"2019-03","2023-05",51,"2023-06",7,13.85,14.05,16.85,2246.52371061958,87.0967741935484,-34.2166470250806,31,13.9062015075107,100,-7.28682170542636,1,258.73500919342
43,"2019-03","2023-06",52,"2023-07",7,13.85,14.05,16.85,2572.83602623986,87.5,-34.2166470250806,32,0,0,0,0,248.596487998962
44,"2019-03","2023-07",53,"2023-08",7,13.85,14.05,16.85,2572.83602623986,87.5,-34.2166470250806,32,14.2060817926045,100,-2.40404892450443,1,263.526346921921
45,"2019-03","2023-08",54,"2023-09",7,13.85,14.05,16.85,2952.54129830969,87.8787878787879,-34.2166470250806,33,0,0,0,0,251.127846002579
46,"2019-03","2023-09",55,"2023-10",7,13.85,14.05,16.85,2952.54129830969,87.8787878787879,-34.2166470250806,33,0,0,0,0,274.462635040283
47,"2019-03","2023-10",56,"2023-11",7,10.9,16.15,5.95,2671.6996724162,55.3846153846154,-39.1311327314852,65,4.80689832812499,100,-15.5639571518589,1,267.40837597847
48,"2019-03","2023-11",57,"2023-12",8,11.65,14.25,8.75,3736.81927506214,69.6428571428571,-38.2136935492409,56,-8.88682367187501,0,-12.4749131670351,1,281.13694190979
49,"2019-03","2023-12",58,"2024-01",6,11.2,13.95,9.4,2635.38619295259,68.5185185185185,-36.2437476745944,54,14.4771723563354,100,-0.167574361122753,1,201.095643997192
50,"2019-03","2024-01",59,"2024-02",6,10.6,18.75,5.65,2483.41934575156,49.2753623188406,-38.3500351835201,69,10.5136544902913,100,-3.99274047186934,1,163.827134847641
51,"2019-03","2024-02",60,"2024-03",7,11.5,13.8,8,2562.5057865729,65,-38.435243557254,60,13.7946330711207,100,-5.17779164067375,1,165.874809980392
52,"2019-03","2024-03",61,"2024-04",8,11.55,15.1,1.35,2719.41249095164,43.0379746835443,-31.3142978283042,79,-8.3904027093649,0,-15.0239962979048,3,167.410832166672
53,"2019-03","2024-04",62,"2024-05",10,6.45,7.85,1.85,2314.14897634297,34.4748858447489,-45.6604535821278,438,-2.07712983202842,0,-4.26964603344007,1,168.701591014862
54,"2019-03","2024-05",63,"2024-06",10,6.45,7.85,1.85,2264.00396776575,34.3963553530752,-45.6604535821278,439,16.104740437433,100,-4.69208211143696,2,167.867625951767
55,"2019-03","2024-06",64,"2024-07",10,6.45,7.85,1.85,2644.72067070504,34.6938775510204,-45.6604535821278,441,11.6312900380858,37.5,-11.3553269488835,8,170.751433134079
56,"2019-03","2024-07",65,"2024-08",10,6.7,7.2,1.45,1744.74458253366,33.4811529933481,-47.324753698368,451,3.55806430898996,33.3333333333333,-7.64212849801056,3,177.267782926559
57,"2019-03","2024-08",66,"2024-09",10,6.7,7.2,1.45,1810.38178111682,33.4801762114537,-47.324753698368,454,0,0,0,0,175.911413908005
58,"2019-03","2024-09",67,"2024-10",10,6.7,7.2,1.45,1810.38178111682,33.4801762114537,-47.324753698368,454,5.15141587447639,50,-5.37086172385619,2,179.439707040787
59,"2019-03","2024-10",68,"2024-11",9,6.05,7.85,1.75,2339.05293000888,33.0754352030948,-65.8206890150325,517,-9.70893389331713,11.1111111111111,-17.2443483426652,9,182.898308992386
60,"2019-03","2024-11",69,"2024-12",8,6.35,7.1,1.85,3316.22324717278,37.7011494252874,-46.6316832792596,435,27.2987866750873,35,-19.4844321057544,20,184.381789922714
61,"2019-03","2024-12",70,"2025-01",9,6.05,7.85,1.75,3212.62999110476,32.9690346083789,-65.8206890150325,549,2.30633433804451,33.3333333333333,-6.78612995054508,3,185.944394111633
62,"2019-03","2025-01",71,"2025-02",10,6.45,6.75,1.95,2199.80193372773,37.1196754563895,-48.5903521117951,493,-12.446510650282,14.2857142857143,-20.3258415224737,7,195.380606889725
