"lookback","minDrop","TP","SL","score","return_pct","win_rate","max_dd","trades"
10,20,3.6,19.2,0.440126115149724,288.286396005634,96.2962962962963,-27.3968808964226,27
3,17.5,14.8,6.8,0.297657603551598,105.46068793098,66.6666666666667,-46.8967456690051,15
6,19.7,4.6,7.8,0.50426233980571,293.371267438079,100,-6.77966101694915,19
4,12.4,0.6,13.9,0.322423234639861,51.1451095979336,91.8918918918919,-55.8774497536061,74
10,20,0.2,17.1,0.496672708062515,212.044092546783,100,-6.14035087719297,29
4,3.8,5.5,10.1,0.235241232693482,-11.4458134487582,65.0822669104205,-86.7739737504575,547
8,17,5,12.5,0.336482749008507,117.130542713087,83.7837837837838,-46.8967456690051,37
10,9,0,2.2,0.329912971975183,12.3418926513411,67.4377224199288,-57.821717443984,562
1,20,7.9,13.7,0.447518209629375,93.0980076773949,100,-10.4956268221574,6
6,20,6.4,18.7,0.489801018556225,255.455296408737,100,-8.51528384279478,15
7,18.7,6.2,10.8,0.523081985650093,484.52534289316,100,-12.3484848484849,21
7,11.6,0,15,0.294841838216932,21.9911908003846,81.7460317460317,-62.6201615159314,126
4,14.7,0,10.6,0.319038494533511,39.9471610664325,81.3953488372093,-47.677403445257,43
7,18.3,4.6,14.8,0.525453230536334,486.103806009934,100,-12.3484848484849,25
2,17.3,0.6,15.6,0.325570768475713,24.8278153689162,94.1176470588235,-46.8967456690051,17
9,16.7,12.4,14.5,0.318153895055172,140.24312115936,71.4285714285714,-46.8967456690051,28
7,19.7,7.5,8.1,0.475010958405254,336.608308436411,90,-14.3130722960993,20
6,16,0,14.8,0.331635080717621,117.119375614951,79.5454545454545,-47.310278871602,44
10,8.3,7.1,5.8,0.331123611415107,283.617073619138,51.8518518518518,-61.2912264373954,297
9,17.9,15.7,20,0.365983363329441,346.289724628364,80.9523809523809,-46.8967456690051,21
2,7.4,0,11.3,0.316529809532526,93.588979786989,78.743961352657,-63.4565405692695,207
3,12.9,5.5,17,0.349885076221341,168.70903832885,84.4444444444444,-46.8967456690051,45
3,5.7,3.2,16.6,0.314862966701992,196.156698225883,84,-77.6825931190371,300
1,19.2,4,14.3,0.446316304247281,80.9690453246149,100,-10.4956268221574,7
2,20,8.9,16.8,0.402881640443645,127.791533554786,90,-23.6440746323529,10
2,20,6.5,15,0.460797873980298,148.193061030991,100,-10.5627551020408,10
9,16,19.1,18.3,0.177359256065211,5.43444904807266,55.5555555555556,-77.6443467367696,27
7,17.9,10.3,1.8,0.243610319100852,52.7815775579648,42.8571428571429,-52.2111974186472,28
1,15.5,1.7,10.6,0.404559954054478,91.2078893585277,88.2352941176471,-21.6086451115386,17
1,15.8,6.8,11.9,0.484901234627556,285.154685112489,100,-11.9305084745763,15
3,18,17.9,6,0.394905959786729,292.914870523019,62.5,-23.856238969138,16
2,20,17.9,17,0.312646790415945,36.3338506104225,66.6666666666667,-36.2977675646436,9
1,5.4,3.4,9.1,0.263272668044556,49.9729324976584,71.1805555555556,-79.1153689602471,288
8,20,1.8,3.4,0.464081900202939,168.031663932926,91.6666666666667,-9.38623224427311,24
3,7.7,1.9,7.7,0.460727173117672,568.400142366326,82.9596412556054,-46.8967456690051,223
4,4.7,2.2,5.7,0.250432219148844,-60.8198418796304,70.4115684093437,-81.4125206422793,899
8,16.1,5.6,0,0.25526660258971,54.1839893161419,38.8888888888889,-49.8540649874255,54
6,19.6,4.4,12.1,0.503670742286012,290.084614550869,100,-6.77966101694916,19
7,19,5,3.9,0.422826211677834,163.139972271995,73.9130434782609,-13.7959020550265,23
5,14.1,12.6,17.5,0.283880215909529,91.6507229665402,67.5675675675676,-54.7940260757634,37
5,17,4.6,10.6,0.335118043618219,115.440771906445,85.7142857142857,-46.8967456690051,28
10,8.5,10.7,1.6,0.208952977356284,-9.35465133116646,23.1578947368421,-73.8559903191528,380
1,17.7,2.6,6.4,0.466638931609052,102.649223826967,100,-6.14035087719298,11
4,15.7,20,3.9,0.231472832855965,57.8706882862191,34.6153846153846,-52.1206885088651,26
3,20,17.4,3,0.342880235115029,72.6862865508404,44.4444444444444,-17.289987710263,9
5,13.7,2.1,14.4,0.36027797856985,143.446580723912,91.3793103448276,-46.8967456690051,58
5,11.4,6.7,12.7,0.251945414421409,52.5640526477479,69.3333333333333,-68.272461748136,75
5,17.6,1.7,13.3,0.325897290632288,65.8472835598676,92.8571428571429,-50.5661492682827,28
9,12.8,10.5,18.1,0.294242348649528,158.305654111337,73.0769230769231,-59.9745221535124,52
6,6.6,2.6,18.6,0.376005438721689,301.9917975852,88.562091503268,-66.2201668404094,306
3,18.2,6.7,14.7,0.49802625137932,358.089876648255,100,-12.3484848484849,17
9,10.3,0.8,10.8,0.39716181797954,227.427208186448,90.7407407407407,-51.1236276295424,216
9,11.1,0,7,0.328597482477929,38.3024527674051,75.8454106280193,-54.6675159373078,207
9,20,13.7,10.2,0.368139252947164,226.290134131631,68.4210526315789,-32.3396816205337,19
4,16.9,7.7,8.7,0.337643398944794,160.215214022096,83.3333333333333,-46.8967456690051,24
1,17.3,16.8,16.1,0.295115055453141,64.2113234383599,66.6666666666667,-44.5878302804841,12
2,20,6.7,12.6,0.461410696353214,151.597629769413,100,-10.5627551020408,10
2,18,17.9,1.6,0.371967028580429,172.95479414113,46.6666666666667,-16.1765836986704,15
8,13,0,14.6,0.352547506649938,78.8117948211931,85.0467289719626,-46.9763706799211,107
9,6.5,6.7,4.3,0.228739684547017,-17.6625752893406,43.8181818181818,-77.9361082093914,550
7,20,20,4.9,0.359695627559549,186.04174876687,50,-23.335030218028,18
4,20,2.5,4.3,0.448443773526791,90.359011489193,90,-6.21074561403507,10
6,18.6,16.9,8.2,0.368238518154894,373.422068411504,66.6666666666667,-40.6301108779854,21
7,20,20,0.3,0.353522949691108,191.007311780334,31.8181818181818,-17.3459059852472,22
4,20,8.8,10.1,0.422007733584755,148.391921052376,90,-18.5047335018382,10
9,5.4,0,10.8,0.307262983888011,86.8479862340122,71.5155615696888,-71.8809986628814,1478
6,20,6.7,0,0.408130687142422,125.767787587642,55.5555555555556,-6.35135046409458,18
6,15.2,6.2,18.2,0.342878094154017,152.66023796592,83.7837837837838,-46.8967456690051,37
2,5.5,6.8,10.9,0.233271243300948,18.6049408286309,63.0952380952381,-81.3643475076669,252
4,14.9,11,13.9,0.321319766802403,138.434058804303,74.0740740740741,-46.8967456690051,27
10,13.3,9.7,18.9,0.334907811591003,322.146208955416,77.3584905660377,-58.5055971054769,53
2,15.4,13.7,15.5,0.30105513055257,79.9149321365985,70,-46.8967456690051,20
2,20,5.3,9.5,0.435472236774249,93.0635025345517,90,-10.6968606609375,10
1,16.3,12.3,9.8,0.401348793270605,242.684234431237,78.5714285714286,-26.2999329060102,14
5,8.9,5.3,12.2,0.300279752566261,49.5926538253867,71.7241379310345,-58.8137016376073,145
1,18.9,3.6,20,0.456143863007279,73.6338305711316,100,-6.77966101694914,7
5,15.7,19.9,18.2,0.287474672157789,73.138384248913,60,-46.8967456690051,25
4,17.3,6.3,7.1,0.333816887536571,147.860685826453,82.6086956521739,-46.8967456690051,23
9,18.5,4.8,0.5,0.455352411333466,357.236531810581,68.5714285714286,-13.7959020550265,35
9,13,0,12,0.369091216252413,147.211514120329,85.8333333333333,-46.9763706799211,120
1,20,9.4,12.4,0.450362365530698,108.898873795856,100,-10.4956268221574,6
4,20,1.3,11.5,0.462963441548331,86.5172548837132,100,-6.14035087719298,10
9,11.3,2.9,13.3,0.331017361296423,70.3569072748221,83.3333333333333,-53.8063792545206,120
1,16.1,14.7,15,0.383427799339918,205.913282765991,78.5714285714286,-30.0673404496577,14
6,12.3,3.1,12.8,0.337348393754557,62.5555253985919,83.0985915492958,-46.8967456690051,71
8,15.4,1.3,10.7,0.334107813918916,76.942042194636,88.4615384615385,-49.4965247076886,52
10,9.2,2,20,0.314580691117144,142.290070610266,90.4306220095694,-72.9872053603542,209
6,8.3,2.8,4,0.352320735843876,99.5179191494611,63.1921824104234,-49.3292801861129,307
3,5,2,19.8,0.303129837362678,89.5091174454159,89.6634615384615,-82.4923320283965,416
4,15.4,9.3,15.1,0.31544984979744,166.137167843722,78.5714285714286,-52.9231654607396,28
10,13.8,0,6.4,0.322082478518288,42.1057121775738,72.8070175438597,-49.3641557498736,114
7,17.6,1.8,8.2,0.328886867691659,92.4704646242938,90.9090909090909,-50.9480885123467,33
6,10.4,1.8,11.5,0.340060757133905,123.313296946472,86.4661654135338,-56.4992324700383,133
9,15.3,6,3,0.217260064131046,-15.21379015325,43.3333333333333,-61.2437623678145,60
2,17.3,1.1,13.7,0.327408179653203,35.0356552438598,94.1176470588235,-46.8967456690051,17
5,10.4,3.8,14.7,0.280673075382099,-1.62415589843346,78.4090909090909,-61.184123506018,88
10,20,10.9,0,0.340573832882887,116.458928426768,30.7692307692308,-17.3459059852472,26
10,17.6,9.2,9.4,0.316405953050928,163.334077016711,73.3333333333333,-50.126769562446,30
3,16.7,14.6,17.9,0.38360828873563,396.278091322701,88.2352941176471,-46.8967456690051,17
7,16.7,3.5,12.3,0.324669075292878,57.5517349994078,83.3333333333333,-46.8967456690051,36
4,17.8,17.3,14,0.325596913328666,204.114519815286,72.2222222222222,-46.8967456690051,18
3,11.9,3.4,13.8,0.307659059929427,48.1514480637886,81.1320754716981,-53.0356211253349,53
9,6.8,1.7,8.6,0.510593733473616,983.904957402568,82.4829931972789,-63.4112162182547,588
9,20,12.6,10.7,0.356572223494436,195.195682129282,68.4210526315789,-34.3296909846357,19
8,8.1,9.8,10.3,0.305678859182796,293.004044437289,57.8947368421053,-67.608072613175,190
2,15.2,5.6,7,0.309114164817426,71.1639133144965,75,-46.8967456690051,24
3,8.7,12.5,20,0.319790690076004,372.951104165423,70.7317073170732,-66.2383317800229,82
5,6.6,4.9,18.1,0.347998932067156,367.802557578421,81.140350877193,-71.8047996551522,228
1,20,7.7,0.1,0.389375905069492,50.0997525706608,66.6666666666667,-10.6298330357143,6
8,4.7,3.8,13.9,0.286679013753161,-12.4799290351828,78.2273603082852,-76.1385464943111,519
5,20,9,16.3,0.423028693067829,208.175678477943,92.3076923076923,-23.6440746323529,13
3,16.3,6.8,18.2,0.351129845341898,177.802039923109,90.9090909090909,-46.8967456690051,22
1,20,8.9,18,0.449861842438741,106.118189951652,100,-10.4956268221574,6
1,14.2,12.6,2.3,0.342952129675524,117.87763742969,40.9090909090909,-21.0271867415246,22
9,18.1,2.5,0,0.279310121929433,55.5005833932325,54.5454545454545,-48.554804267695,44
2,18.8,5.2,13.3,0.463562966733334,159.267267153776,100,-10.5627551020408,11
6,10.4,0,6.5,0.319153144413432,32.0118009833019,75.531914893617,-56.1544660359995,188
8,10.8,1.8,12.3,0.349688875019735,127.277592087482,87.5,-54.2602035014883,136
2,19.5,17.3,17.7,0.35814431271509,92.851663927313,77.7777777777778,-30.078551152831,9
1,17.1,4.6,2.7,0.397085116839821,81.560533489885,75,-15.8054290880157,12
7,7,11.2,0,0.449660980470207,928.976527716882,12.4457308248915,-45.4077969187229,691
5,13.2,9.2,20,0.351262745279949,289.041978416946,79.5454545454545,-51.0830801856124,44
10,9.3,4.3,13.5,0.313665159580463,123.416255908224,77.4193548387097,-64.2899024086703,186
4,18.5,10,12.9,0.449650863639737,326.690661951968,88.2352941176471,-20.7073082720588,17
1,20,5.2,3.2,0.387133270988254,37.6406743415599,66.6666666666667,-10.6298330357143,6
4,15.8,20,13.4,0.309198776402417,192.252822037676,60.8695652173913,-46.8967456690051,23
6,19.7,4.5,14.3,0.50426233980571,293.371267438079,100,-6.77966101694915,19
2,20,9.2,12,0.393796334419461,93.9062545248605,80,-19.6393932319519,10
4,13.9,8.8,8.5,0.349668807190866,282.291575349918,71.4285714285714,-46.8967456690051,42
5,20,9.9,5.1,0.436041284081123,187.871961774472,83.3333333333333,-13.3653923713235,12
10,17.6,14.1,1.3,0.24913909732914,91.2203635201262,33.3333333333333,-49.0935227014942,36
7,4.6,0,8.2,0.235765010734218,-62.4973464104424,69.3730729701953,-85.6816921223986,1946
6,8.3,7.9,15,0.192419907315312,-55.9364226220646,64.8648648648649,-85.2121530709988,148
8,7.6,2.8,19.2,0.391349766844055,578.787750259464,88.9328063241107,-75.2537020972498,253
4,9.2,0,17.2,0.318915075312567,66.6628190344989,82.8402366863905,-60.7815290477428,169
8,20,11.1,2,0.363576858701326,177.358448642767,47.6190476190476,-20.8963706525741,21
1,17.4,4,0,0.392985673895702,71.3194644251237,63.6363636363636,-10.6298330357143,11
10,20,10.6,8.5,0.365511982115728,190.281012823705,71.4285714285714,-32.9314452700583,21
4,20,6.6,6.9,0.46375167198754,157.738658798987,100,-10.1508916323731,10
8,17.3,4.2,16.6,0.343338245010792,131.332732935611,87.1794871794872,-47.4319558929471,39
7,9.3,9.7,0.9,0.25368258978396,101.016340112221,23.4817813765182,-59.4347305761751,247
9,17.3,2.9,5.7,0.350035740169951,165.282472852767,85.7142857142857,-46.8967456690051,42
1,7.4,2.4,9.5,0.325338815291789,27.0042191745983,78.4615384615385,-51.4076743689679,130
9,11.1,4.3,12.2,0.284922131773358,39.7663873924155,75.4545454545455,-62.6193595158674,110
7,5.6,0,17.4,0.367706496243843,304.307807015173,73.8805970149254,-65.9632681804255,938
4,20,4,0,0.422956071779855,100.496676610962,69.2307692307692,-5.66908007786404,13
6,15.5,4.8,17.6,0.344771077080079,140.654287254852,86.4864864864865,-46.8967456690051,37
10,17.7,1.4,15.3,0.338704696869452,123.659003824929,93.0232558139535,-51.9586667204918,43
4,19,16.8,10.9,0.403607276637347,239.98154820182,81.8181818181818,-26.2999329060102,11
10,17.5,3.3,18,0.335598725425491,100.184656933097,87.5,-48.4357631413834,40
6,16.3,19.9,17.8,0.207879375385592,16.568896963552,56.5217391304348,-67.9549307933542,23
8,17,0,6.1,0.321782360481356,68.1837164272568,76.9230769230769,-47.310278871602,52
1,18.1,1.9,18.2,0.460866848764356,79.3772299774169,100,-6.14035087719296,9
2,17.2,16.6,18.4,0.306785513194255,100.615741501294,73.3333333333333,-46.8967456690052,15
9,19.3,4.8,12.1,0.473770172595059,367.726499923925,96.2962962962963,-20.9486013164082,27
5,20,3.8,13.7,0.475087143062032,152.213165197553,100,-6.77966101694915,13
9,17.5,4.4,10.4,0.361365125259521,222.561897251743,87.1794871794872,-46.8967456690051,39
3,19.8,2.7,19.3,0.46781794920353,113.486741857039,100,-6.14035087719297,10
5,16.8,18.8,16.8,0.197484513402648,-20.041383620831,52.3809523809524,-66.7974481972701,21
2,18.2,17.5,5.2,0.36942539822774,141.505488962249,53.8461538461538,-18.2808589773385,13
8,20,12.3,7,0.34910896922018,160.579924040781,61.1111111111111,-30.8917624031413,18
6,19.7,1.3,7.8,0.488297057137469,194.020083618582,100,-6.14035087719297,19
1,20,7,0.9,0.388920290306208,47.5685594413073,66.6666666666667,-10.6298330357143,6
8,20,0.9,13.2,0.491173252633397,197.861931380066,100,-6.14035087719297,23
3,7.9,0,13.3,0.40282746208429,298.417822094251,81.140350877193,-49.3655388537241,228
4,18.4,8.6,8.9,0.489206512135319,420.459018239198,94.4444444444444,-16.45199375,18
3,20,7.7,17.6,0.466186658439512,171.26636130994,100,-10.1508916323731,10
3,20,17.3,10.5,0.378817955132811,144.728262134305,77.7777777777778,-26.2999329060102,9
2,15.3,9.7,17.4,0.28728536557653,54.1983017548956,76.1904761904762,-53.2229738332817,21
7,16.8,2.2,9,0.307518438652954,20.5244481301193,82.051282051282,-50.1592916931275,39
8,11.7,3.6,18.1,0.284504370093082,7.42594043299989,82.5,-61.7678862449512,80
5,13.4,9.3,13.7,0.271375249327135,77.8563750904329,68.0851063829787,-59.6816102552054,47
8,16.1,5,10.8,0.317679517714447,65.3341630269735,76.9230769230769,-46.8967456690051,39
4,8,4.6,6.7,0.308431720582356,159.851703479164,63.1067961165049,-62.2550935635626,206
5,18.5,0,8.7,0.46036161131428,135.381798447778,86.9565217391304,-6.14035087719297,23
7,5.3,7.3,8.2,0.233514646486148,44.3025104635835,55.8886509635974,-86.0975939475643,467
10,18.2,7.9,17.8,0.342353671022291,170.142964101476,84.6153846153846,-46.8967456690051,26
9,20,9.8,13.4,0.392264288475514,213.769814768873,78.9473684210526,-28.8099418440552,19
9,15.1,4.9,14.4,0.300377691900734,57.2286390238191,80,-54.4881609286834,45
10,18.3,15,1.9,0.237366721218891,41.0315879358021,34.4827586206897,-49.5563088587533,29
8,14.3,11.9,17.7,0.288515131616012,155.131538123857,71.0526315789474,-58.9365208765162,38
5,20,20,19.5,0.401046969586023,296.225730612968,83.3333333333333,-31.53139,12
3,15.1,9.1,16.4,0.291929728398341,122.973645425836,80,-58.4018425927699,25
2,19.2,5.7,6.8,0.436026889643401,96.1449073631776,90,-10.6968606609375,10
1,5.8,0,3.2,0.404294316890018,143.638369188708,65.0602409638554,-36.7517622670586,332
4,20,15.2,8.9,0.34801216598279,90.3941205636358,66.6666666666667,-27.7529252395547,9
9,4.6,6.1,17,0.23538208202272,-66.9543929083299,72.5856697819315,-83.6756654208407,321
10,18.8,8.1,9.3,0.344185411503752,188.198047282039,84,-46.8967456690051,25
9,15.9,0,3.8,0.308555876875423,66.4971630105767,79.1044776119403,-54.3323642479179,67
10,16.4,3.1,19.7,0.353583711913379,132.784290659501,92.5,-46.8967456690051,40
8,20,8.2,7.4,0.485649329290242,395.710368908567,90,-14.3130722960993,20
2,3.8,2.9,9.2,0.254204030760533,21.5934564856134,74.4740532959327,-87.1312904502587,713
3,20,9.1,12.5,0.416796988624684,143.916390943324,90,-19.9731166819853,10
4,18.8,17.3,12.9,0.359576041541341,155.592135265908,75,-32.7503502940704,12
9,11.6,5.8,6.9,0.296118486865643,96.2839820523096,61.6822429906542,-55.1521321845658,107
10,20,4.1,5.1,0.507630260129543,389.142941477789,92.8571428571429,-9.38623224427314,28
8,20,6.6,10.5,0.519364215454353,466.938834582274,100,-12.3484848484849,20
10,20,3.1,17.8,0.459934334424129,290.860732307645,96.2962962962963,-20.9486013164082,27
10,8.1,9.9,9,0.304104740614885,350.766150732403,53.0516431924883,-70.5277429674373,213
5,18.6,12.1,12.3,0.439102341971922,451.078217386153,84.2105263157895,-30.0673404496577,19
6,11.3,5.5,9.6,0.257834650692106,-13.8924223046773,65.9574468085106,-62.3592273599937,94
5,12.3,4.9,9.2,0.259132966655002,7.2727853872525,68.0555555555556,-62.2286249730764,72
1,17.5,3,13.2,0.467257183478355,106.083956434203,100,-6.14035087719297,11
2,18,11.7,16.4,0.369308545208021,142.145389287443,78.5714285714286,-30.9476848849105,14
7,13.9,0.6,10.5,0.346357725206021,45.9654070334056,89.7435897435898,-46.8967456690051,78
1,10.2,12.8,2.5,0.176953131629605,-27.3939512793442,24,-63.1570987331468,50
5,20,7.8,6.6,0.481508263994926,244.073236192921,100,-10.1508916323731,13
1,16.1,4.8,0,0.401739509308331,102.734166961295,64.2857142857143,-10.6298330357143,14
6,15.5,1.5,7.6,0.318425294406321,52.5814240077985,82.6086956521739,-49.6213517696567,46
3,20,8.9,0,0.417139804362178,117.630908484914,63.6363636363636,-5.35714285714287,11
4,5.5,1.1,18,0.336615321081541,83.8669969308182,91.1157024793389,-71.7180973616717,484
5,13.4,3.6,3.9,0.263358914406209,-8.4417525268546,56.7164179104478,-53.7076536213304,67
6,18.4,19.7,14.7,0.30023161306961,135.181115006381,64.7058823529412,-47.2584464296797,17
7,20,17.8,18.8,0.303471229716429,106.09571715978,68.75,-46.2503331241106,16
2,20,3.2,4.1,0.41450952542338,59.9373283630603,80,-10.6968606609375,10
2,13.2,6.2,1.1,0.229722723437629,2.47960348026347,38.4615384615385,-53.2136342910393,39
2,19.3,4,10.2,0.432872693543164,78.6215956951935,90,-10.6968606609375,10
4,16.5,7.3,1.1,0.265008633137332,67.3379130255918,53.8461538461538,-51.125506514823,26
7,13.6,1.4,15.4,0.36408749890164,128.94648513591,92.9577464788732,-46.8967456690051,71
10,14.3,11.7,12,0.260324326955575,70.1518622201,60,-58.6146759688468,45
6,18.3,10,12,0.434207955052427,359.961478397811,81.8181818181818,-25.5881541951896,22
2,20,2.1,9.8,0.430613655969663,66.071386953518,90,-10.6968606609375,10
1,16.1,8,5.1,0.412401457856952,133.654988140428,71.4285714285714,-12.5025280283505,14
8,17.3,11.3,14.7,0.325251207331846,149.91072904564,75,-46.8967456690051,28
1,12.8,6.6,7.2,0.278627029695407,8.41376014870239,61.5384615384615,-46.8967456690051,26
7,10.1,11.5,2.2,0.245116479622243,19.7034074582954,27.6729559748428,-54.3290562490356,159
10,3.6,1.3,12.6,0.230543739261082,-83.8415343181242,87.037037037037,-94.973446705737,1242
10,3.9,0.6,10.7,0.286572939469795,10.3502697112258,90.9424083769633,-83.9012405478901,1910
3,20,0.7,2.7,0.442912060383994,59.6272718069845,90,-6.21074561403509,10
4,17.2,6.5,11.8,0.332218931002464,130.079281009152,83.3333333333333,-46.8967456690051,24
2,20,7.1,19.3,0.462983878871949,160.337532651278,100,-10.5627551020408,10
1,16.6,3.5,14.3,0.458394247526513,145.322314294011,100,-11.9305084745763,13
8,20,13.7,1.5,0.349070153865538,149.686392558372,40.9090909090909,-20.8963706525741,22
1,17.9,7.5,8,0.46500798290157,170.463750373334,100,-10.4956268221574,10
9,18.6,6.8,20,0.477495894267891,516.287522996588,96,-28.1452866238318,25
6,17.6,10.3,16.9,0.268207401700096,35.6607007769552,72.7272727272727,-56.9181707765939,22
10,7.6,7.5,5.2,0.345880463644221,460.205040229375,49.3261455525606,-69.084154449066,371
3,4.5,8.2,0,0.312148591680683,419.560740030986,12.5095932463546,-60.7122437981422,1303
10,15.4,8.7,20,0.289364258493305,84.6335021060241,77.1428571428572,-57.054818838521,35
5,8.5,0,17.2,0.405654999051977,298.749283846229,80.8118081180812,-50.5493241277458,271
7,15.1,4.8,8.2,0.294610124021335,37.5920967434248,70,-50.837264150603,50
1,11,6.2,11.3,0.277438106463823,-4.30259963808139,66.6666666666667,-50.595808533774,36
2,18.3,10.3,13.1,0.410432269961914,175.600238211639,84.6153846153846,-22.0422020721925,13
9,7.9,0.1,6.7,0.531997101843286,744.799965374646,90.0172117039587,-45.6975698266962,581
8,11.4,5.2,5.3,0.281401093668617,65.1107063171693,59.4594594594595,-57.3954304739754,111
5,4.9,2.8,7.4,0.230044106981733,-75.1977111224807,70.2331961591221,-87.2566997516344,729
10,19.2,15.6,3.5,0.306694786485169,92.9850912890217,37.5,-30.2624757915622,24
8,20,2.4,7.5,0.496117919664986,225.332303777786,100,-6.14035087719297,23
1,19.4,6.5,18,0.44928907720261,97.4844506319949,100,-10.4956268221574,7
10,20,6,12.5,0.526756148896479,501.941803571201,100,-12.3484848484849,22
8,8.1,6.7,1.3,0.269078153521089,56.3779539684875,30.2884615384615,-62.1675235003104,416
1,17.5,8.4,7.4,0.469005256554584,236.823989832318,100,-13.4020618556701,11
10,19,1.1,18.1,0.519149745689224,333.305478972208,100,-6.66666666666666,34
5,17.1,9.5,20,0.390200433536201,388.638839930679,91.304347826087,-46.8967456690052,23
2,15,6.1,2.9,0.26703233526316,25.8154614381474,56,-48.871482598569,25
10,20,11.9,15.4,0.370096249441171,177.328673327248,76.4705882352941,-32.3814407462542,17
10,17.9,6.4,6.6,0.33559803580998,171.202786497406,78.125,-46.8967456690051,32
10,17.2,7.8,4.7,0.314867624732312,154.704176614107,64.8648648648649,-46.8967456690051,37
7,11.9,3.3,4,0.276209836818711,-2.13292638471319,60.3603603603604,-55.5416819122817,111
1,18.7,18,9.6,0.362431043788457,75.7119277649507,71.4285714285714,-23.856238969138,7
5,19.7,14.7,1.3,0.349357849729026,108.112249940229,42.8571428571429,-17.6987854932664,14
7,14.7,1.8,8.1,0.342544306606872,86.8816544011998,85.4838709677419,-46.8967456690052,62
4,20,12.1,0.9,0.351436227361358,84.450201798744,45.4545454545455,-16.1765836986704,11
3,18.2,13.4,16.5,0.421302407897532,359.891921229037,86.6666666666667,-30.9476848849105,15
9,8.2,1,12.9,0.481108654445231,667.100487765557,92.0212765957447,-57.984981798171,376
10,9.3,0,17.6,0.332139013262405,98.7505125109825,79.4797687861272,-65.9537027858179,346
6,8.1,3.9,12.4,0.44472653406419,811.341776983379,80.2690582959641,-65.4614986173682,223
9,19.3,0.5,2.9,0.459382934965798,155.596446950866,87.5,-9.38623224427313,32
4,19.5,16.2,13.4,0.374860497834413,162.506282680802,80,-30.0673404496577,10
3,18.7,1.8,17,0.470658384777408,116.953783509261,100,-6.14035087719298,13
5,20,4.6,20,0.477403837117194,165.083687726231,100,-6.77966101694915,13
3,19.4,14.6,19,0.39180348729204,187.06764059822,88.8888888888889,-30.0673404496577,9
9,10.2,8.1,6.3,0.311809007840719,247.985987443253,53.4722222222222,-57.6789344107999,144
5,20,9.3,3.4,0.409693693608766,134.62441481171,69.2307692307692,-12.1375370936051,13
6,5.2,2.6,7.3,0.259878751661705,-61.5128582662358,71.5984147952444,-78.8155186810796,757
8,20,19.7,11.1,0.362387043508936,280.993769461484,66.6666666666667,-36.4683461432425,18
1,18.6,1.9,6,0.43739464366178,59.0819160008546,87.5,-6.21074561403508,8
6,15.3,20,19.8,0.342972933103645,373.117595250252,70.8333333333333,-51.6443771564107,24
9,9.5,3.4,3.3,0.287634688127954,-6.40230767318059,54.8872180451128,-58.3637519033478,266
10,10,1.7,20,0.366156921070991,136.365071777369,91.4772727272727,-53.9790655823176,176
9,7.3,4.2,20,0.401867996257898,694.360843725529,85.7740585774059,-76.3587225491691,239
7,19.4,8.1,3,0.416165728363649,207.220559327008,65.2173913043478,-14.3130722960993,23
4,11.6,1.3,3.6,0.308368054784401,18.9159381323594,72.2772277227723,-51.2340112563955,101
4,14,20,17.6,0.336442107762305,356.822683162768,66.6666666666667,-51.7240343607505,30
5,12.1,1.7,11.8,0.340597894546686,127.005326147475,88.6363636363636,-54.0405890708798,88
8,20,15.7,8.5,0.332265425316711,152.350736916083,61.1111111111111,-36.012525810149,18
10,15.9,4.3,2.7,0.278834427368368,42.1161575612538,56.0606060606061,-51.1525273689157,66
3,14.5,14.8,18.8,0.372239849656568,390.45921046324,77.7777777777778,-46.8967456690051,27
1,13.3,14.9,13.9,0.305343956270068,112.829928917993,68.1818181818182,-46.8967456690051,22
5,20,17.3,5.3,0.379144948604348,170.037991268352,58.3333333333333,-18.7607992998815,12
6,6.2,1.8,8.9,0.463247904081231,561.624866424403,81.549815498155,-53.389765040798,542
7,20,4.8,18.4,0.486259975372869,286.171862225665,100,-12.3484848484849,19
10,13.4,10.8,8.8,0.233865701253945,9.7396753167078,53.030303030303,-62.6843622905657,66
4,12.2,2.8,6.1,0.339763311965033,118.669307967713,77.7777777777778,-46.8967456690051,72
9,20,12.2,16.1,0.373854971187999,174.31452978723,76.4705882352941,-30.9476848849105,17
7,20,6.5,14.3,0.50698055007054,401.28616610162,100,-12.3484848484849,19
10,15.6,10.6,19.4,0.306718711043648,150.530390690917,76.4705882352941,-54.7458003692948,34
2,15.6,7.2,19.6,0.375251663529889,273.933353088719,95.4545454545455,-46.8967456690051,22
9,17.3,14.9,17.7,0.308342514564304,125.127608232742,69.2307692307692,-47.8405687772357,26
3,17.3,2.2,11.4,0.3191829880079,21.4900221190121,89.4736842105263,-46.8967456690051,19
2,18.6,14.8,0.8,0.357608813511669,104.889105553284,46.1538461538462,-16.1765836986704,13
5,13.8,0,17.1,0.337148459637782,50.9517870974748,85.9375,-46.9763706799211,64
6,19.8,9.8,4.7,0.442806587381408,282.823189884138,77.7777777777778,-15.3271523,18
7,16.6,3,12.7,0.323010091068551,62.5957980661695,86.1111111111111,-49.1412730833419,36
1,17.7,15.5,14.1,0.345992751425895,102.682087794415,72.7272727272727,-32.721352473262,11
3,12.5,4.4,10.1,0.291460064262693,8.33417750311873,71.1538461538462,-50.942123224426,52
