"lookback","minDrop","TP","SL","score","return_pct","win_rate","max_dd","trades"
4,7.2,2.1,16.2,0.329381121788552,96.1134854373281,87.8542510121457,-66.0939501119646,247
4,2.4,3.5,13.2,0.235725552019753,-47.9057632510563,77.4285714285714,-90.5980892459713,700
7,15.1,5,11.7,0.28037643344349,0.17281196993019,70.4545454545455,-52.8342462654898,44
1,7.6,1.7,2.1,0.270425671134747,-4.45457924347695,56.7164179104478,-57.2421053270167,134
5,12.7,10.8,8.4,0.232251474212878,9.59751368368925,52.9411764705882,-61.5316616995941,51
6,15.6,8.6,7.8,0.319792064847054,146.197973263351,69.4444444444444,-46.8967456690051,36
4,15.8,7.9,14.5,0.366052893778353,269.754030694985,88.4615384615385,-46.8967456690051,26
2,11.9,16.2,4.8,0.225540805479632,-1.42802201151257,33.3333333333333,-52.2019513501117,42
10,14.4,0.9,11.5,0.352289666102655,76.2711357822983,89.873417721519,-46.8967456690051,79
9,15.5,2.3,10.3,0.318509419251511,9.44880460942659,82,-47.1822348791711,50
6,8.3,5.2,19.8,0.297280515534088,304.399447917247,82.5806451612903,-81.2106169409653,155
10,0.8,6.7,9.8,0.210496271822258,-53.4967007506948,60.4852686308492,-90.2007416629636,577
9,3.6,15.5,7.8,0.161967743965612,-67.6590412361512,36.5497076023392,-91.0481333533081,342
7,10.9,11.8,3.6,0.17837782811166,-28.0866521113919,30.5084745762712,-72.2143962762324,118
10,9.8,16,7.3,0.126878727319591,-80.7785714966429,33.0827067669173,-88.6226676449145,133
3,15.1,12.3,19.8,0.350250726169144,248.675620276499,81.8181818181818,-46.8967456690051,22
9,3.8,13.6,12.7,0.179305098534144,-36.1963469457221,51.6949152542373,-89.5111297918894,236
3,18.3,4.6,18.4,0.483439709332423,277.053531943271,100,-12.3484848484848,17
5,17.1,12.9,5.2,0.25961599667166,39.2296458380202,45.8333333333333,-46.8967456690051,24
4,0.1,7.4,18,0.223889685941045,-32.6065363347134,71.9298245614035,-87.5151964804941,285
10,13.9,12.2,18.8,0.293396253590541,171.867685338859,71.1111111111111,-59.2492053665389,45
6,4.3,13.9,1.4,0.111039932090251,-93.0604586308039,14.5322434150772,-98.0025168262734,1101
9,19.5,7.3,15.8,0.401727116296412,238.162040647854,90,-32.8342435983999,20
6,15.8,15.8,16.8,0.244041307215171,22.8044700420733,60.7142857142857,-59.1974796914923,28
1,8.4,15.8,4.2,0.189013511562526,-15.7244864378634,28.9156626506024,-65.6939142500945,83
5,14,4.7,6.5,0.310614492652127,67.2357861427162,67.8571428571429,-46.8967456690051,56
5,7.8,14.3,19.8,0.276482318642891,356.015433023552,67,-79.366819767116,100
6,12.8,3.8,10.7,0.278366358282026,10.3347587996553,74.6268656716418,-58.7869868895789,67
9,11.7,15.2,10.8,0.179666893649508,-18.8367117694326,46.4788732394366,-76.2638523190101,71
10,1.1,7.4,0.1,0.0947214886435521,-99.9999744974105,8.48095312744944,-99.9999818793627,6379
8,8.1,5,14.3,0.329787559415127,233.661086423593,76.4150943396226,-66.5650588477862,212
2,7.5,4.1,7.6,0.252482939848757,28.2009536478861,66.0714285714286,-72.1692605496946,168
7,2.9,10,3.9,0.142097913279567,-94.1205841649735,31.4164004259851,-96.0283274032384,939
7,0.3,19.7,13.9,0.15821706439112,-52.7947778340639,45.6647398843931,-88.8472392050557,173
5,1.7,0.7,3.2,0.19605126434965,-99.92470534627,75.9023513553991,-99.9386052403734,6677
3,10.2,20,0.4,0.213921802260342,88.8912942982312,15.3061224489796,-58.1784296899559,98
10,3.8,0.3,7.8,0.236734514283281,-51.8935317373263,89.6915267473643,-96.1539800416823,2561
9,3.2,9.3,9.8,0.207157203717812,-31.5015130729472,53.75,-89.2658413096859,400
9,2.1,9,15.1,0.201635883285058,-63.8364994728537,64.0127388535032,-90.4976269411431,314
5,1.5,1.8,6.3,0.196596321229593,-98.2201097098812,74.0298507462687,-98.9229450473438,2345
2,13.8,3.8,4.5,0.291720402163964,33.472800330017,67.741935483871,-47.9188089784652,31
3,11.3,16.3,19.4,0.380700305608667,673.082558805534,71.7391304347826,-60.6583001813764,46
2,8.9,5,12.4,0.208786128522052,-49.944665278735,68.4210526315789,-77.8631274663963,95
4,19.3,6.5,8.9,0.464647516475649,190.958127474528,100,-12.3484848484849,12
8,7.4,7.6,8.5,0.307457259217588,153.644202418825,56.7474048442907,-63.4399348280789,289
5,1.1,3.8,7,0.198772274345895,-84.0783178287065,63.78896882494,-93.9256938941161,1251
8,10.6,14.7,13.7,0.146619204783744,-65.8906874131941,48.7179487179487,-86.2520662968144,78
6,3.8,2.9,12.4,0.281277286404195,93.8716102486944,80.0518134715026,-85.2324412159413,772
4,13,13.3,4.4,0.226894804225995,31.9601338116342,37.5,-56.5830120038255,48
5,8.4,15.6,3.3,0.16103093595195,-41.0302255811224,23.5294117647059,-78.417237582131,187
4,1.8,17.6,3.8,0.139250683079839,-77.2342614117331,22.2027972027972,-93.3837818900817,572
10,4.8,1.8,13,0.272628689414986,-36.3113000057688,85.398773006135,-82.9778120310595,815
1,17.8,0.9,2,0.456425190028655,71.3949023864846,90,-2.41242690058478,10
1,3,0.8,12.3,0.276867949596844,-27.9165850864172,89.1766882516189,-83.9573658216764,1081
4,8.5,13.6,7.6,0.267252272535955,108.009985097581,43.5114503816794,-58.2281053551421,131
6,14.6,6.5,0.5,0.259888449988433,40.5156588575657,39.6825396825397,-48.871482598569,63
6,15.8,16.8,16.9,0.232852761599848,4.25133097511887,57.1428571428571,-60.0280922668684,28
7,3.1,10.5,7.8,0.189582151073842,-60.2084511934672,45.4545454545455,-89.2540486310505,484
5,16.6,17.4,1.7,0.214164557487255,20.5030235180894,28,-52.1753289153337,25
2,8.7,15.6,5.7,0.211985085175562,35.2894249702882,36.3636363636364,-66.2206125732918,99
7,11.2,17.2,4,0.19063895506867,-38.878197380229,25,-62.9509214195175,96
10,16.7,18.7,6.5,0.26612669342814,102.13591306881,45.4545454545455,-49.7208007795847,33
6,11.4,6.8,0.2,0.274452743048469,168.639869323985,31.25,-53.1153253082575,128
2,12.8,11.3,5.1,0.247553264473237,9.82646300423621,42.8571428571429,-49.3605373562459,35
3,9,12.8,1.4,0.188451533794441,-29.6603451289347,19.8529411764706,-64.76617826517,136
1,1.1,1.7,18.1,0.257614000191835,-64.0516613277337,88.8261851015801,-88.0319928071809,886
4,9.6,11.2,8.7,0.23529429472233,-7.04967234143898,48.5714285714286,-62.5095536477174,105
9,18.1,13,5.4,0.259850280056628,32.3036125828325,46.1538461538462,-46.8967456690051,26
6,19.2,19.1,3.6,0.329780476434627,141.382614842966,40,-26.0096913373683,20
