window_id,train_months,test_months,lookback,minDrop,TP,SL,train_score,train_return_pct,train_win_rate,train_max_dd,train_trades,test_return_pct,test_win_rate,test_max_dd,test_trades,test_signals,opt_time_secs
10,2024-02|2024-03|2024-04|2024-05|2024-06|2024-07|2024-08|2024-09|2024-10|2024-11|2024-12|2025-01,2025-02,19,4,5.35,4,0.511314972652574,227.087532154616,47.8197674418605,-72.3245633358371,688,-44.3009676624873,36.8421052631579,-48.4180500881699,57,1250,42.9789860248566
11,2024-03|2024-04|2024-05|2024-06|2024-07|2024-08|2024-09|2024-10|2024-11|2024-12|2025-01|2025-02,2025-03,10,6.55,3.05,3.65,0.468371534391809,93.6214727165257,70.5882352941177,-18.496382394455,68,1.18278727503535,66.6666666666667,-7.96748692063724,3,11,37.9947471618652
12,2024-04|2024-05|2024-06|2024-07|2024-08|2024-09|2024-10|2024-11|2024-12|2025-01|2025-02|2025-03,2025-04,9,6.15,1.45,4.55,0.452868162807073,58.6943819705265,82.0224719101124,-20.0998293476226,89,2.23148859667803,100,-2.11775979557069,1,1,39.398726940155
13,2024-05|2024-06|2024-07|2024-08|2024-09|2024-10|2024-11|2024-12|2025-01|2025-02|2025-03|2025-04,2025-05,17,6.9,8,2.05,0.552537396138855,181.891971645156,33.0935251798561,-25.6143186633905,139,-6.71804628176682,21.4285714285714,-14.8036809425532,14,45,39.0972509384155
14,2024-06|2024-07|2024-08|2024-09|2024-10|2024-11|2024-12|2025-01|2025-02|2025-03|2025-04|2025-05,2025-06,14,6.95,2.85,1.4,0.468669080269687,65.2736000257367,50.561797752809,-11.5631765837638,89,-19.143131594952,9.09090909090909,-19.6003157895865,11,19,35.7937479019165
15,2024-07|2024-08|2024-09|2024-10|2024-11|2024-12|2025-01|2025-02|2025-03|2025-04|2025-05|2025-06,2025-07,14,7.25,8,6,0.406093313169546,83.507471939612,53.8461538461539,-29.0668408357043,52,4.16714240716241,66.6666666666667,-12.0042883276256,3,3,29.1520299911499
16,2024-08|2024-09|2024-10|2024-11|2024-12|2025-01|2025-02|2025-03|2025-04|2025-05|2025-06|2025-07,2025-08,19,7.4,1.55,2.15,0.448142166898203,27.0934180085446,65.7894736842105,-14.7307300935551,114,6.08756813297105,80,-4.77980041995159,5,6,40.0955629348755
17,2024-09|2024-10|2024-11|2024-12|2025-01|2025-02|2025-03|2025-04|2025-05|2025-06|2025-07|2025-08,2025-09,13,7.15,6.65,1.25,0.435146317454325,89.9502482267417,33.3333333333333,-19.3247545689718,57,-6.20133653341789,0,-6.62935455003794,3,8,34.2938220500946
18,2024-10|2024-11|2024-12|2025-01|2025-02|2025-03|2025-04|2025-05|2025-06|2025-07|2025-08|2025-09,2025-10,11,6.65,1,2.3,0.428719984755679,13.4943321203892,75.3424657534247,-9.72339857274473,73,49.3895963198887,60,-11.7179380716463,5,8,40.212455034256
